relevance_score,questions,categories,title,authors,year,type,venue,publisher,doi,cited_by_count,is_oa,landing_url,oa_url,openalex_id,abstract
6.75,"Q8,Q9",Scientific ML reliability,Human postprandial responses to food and potential for precision nutrition,Sarah Berry; Ana M. Valdes; David A. Drew; Francesco Asnicar; Mohsen Mazidi; Jonathan Wolf; et al.,2020,article,Nature Medicine,Nature Portfolio,10.1038/s41591-020-0934-0,886,True,https://doi.org/10.1038/s41591-020-0934-0,https://nottingham-repository.worktribe.com/output/4646169,https://openalex.org/W3035408224,
6.75,"Q8,Q9",Scientific ML reliability,Deep learning in medical imaging and radiation therapy,Berkman Sahiner; Aria Pezeshk; Lubomir M. Hadjiiski; Xiaosong Wang; Karen Drukker; Kenny H. Cha; et al.,2018,article,Medical Physics,Wiley,10.1002/mp.13264,751,True,https://doi.org/10.1002/mp.13264,https://aapm.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.13264,https://openalex.org/W2898197178,"The goals of this review paper on deep learning (DL) in medical imaging and radiation therapy are to (a) summarize what has been achieved to date; (b) identify common and unique challenges, and strategies that researchers have taken to address these challenges; and (c) identify some of the promising avenues for the future both in terms of applications as well as technical innovations. We introduce the general principles of DL and convolutional neural networks, survey five major areas of application of DL in medical imaging and radiation therapy, identify common themes, discuss methods for dataset expansion, and conclude by summarizing lessons learned, remaining challenges, and future directions."
6.75,"Q8,Q9",Scientific ML reliability,"Kernel methods in system identification, machine learning and function estimation: A survey",Gianluigi Pillonetto; Francesco Dinuzzo; Tianshi Chen; Giuseppe De Nicolao; Lennart Ljung,2014,article,Automatica,Elsevier BV,10.1016/j.automatica.2014.01.001,746,True,https://doi.org/10.1016/j.automatica.2014.01.001,https://www.sciencedirect.com/science/article/pii/S000510981400020X,https://openalex.org/W2092766760,
6.75,"Q10,Q3,Q4",Nuclear data for isotope production,"ASNC imaging guidelines for SPECT nuclear cardiology procedures: Stress, protocols, and tracers",Milena J. Henzlova; W. Lane Duvall; Andrew J. Einstein; Mark I. Travin; Hein J. Verberne,2016,article,Journal of Nuclear Cardiology,Springer Science+Business Media,10.1007/s12350-015-0387-x,702,True,https://doi.org/10.1007/s12350-015-0387-x,https://link.springer.com/content/pdf/10.1007%2Fs12350-015-0387-x.pdf,https://openalex.org/W2287731000,
6.75,"Q8,Q9",Scientific ML reliability,Solving inverse problems using data-driven models,Simon Arridge; Peter Maaß; Ozan Öktem; Carola‐Bibiane Schönlieb,2019,article,Acta Numerica,Cambridge University Press,10.1017/s0962492919000059,686,True,https://doi.org/10.1017/s0962492919000059,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CE5B3725869AEAF46E04874115B0AB15/S0962492919000059a.pdf/div-class-title-solving-inverse-problems-using-data-driven-models-div.pdf,https://openalex.org/W2952020389,"Recent research in inverse problems seeks to develop a mathematically coherent foundation for combining data-driven models, and in particular those based on deep learning, with domain-specific knowledge contained in physical–analytical models. The focus is on solving ill-posed inverse problems that are at the core of many challenging applications in the natural sciences, medicine and life sciences, as well as in engineering and industrial applications. This survey paper aims to give an account of some of the main contributions in data-driven inverse problems."
6.75,"Q8,Q9",Scientific ML reliability,Artificial intelligence and machine learning in design of mechanical materials,Kai Guo; Zhenze Yang; Chi‐Hua Yu; Markus J. Buehler,2020,article,Materials Horizons,Royal Society of Chemistry,10.1039/d0mh01451f,675,True,https://doi.org/10.1039/d0mh01451f,https://pubs.rsc.org/en/content/articlepdf/2021/mh/d0mh01451f,https://openalex.org/W3113317199,"Artificial intelligence, especially machine learning (ML) and deep learning (DL) algorithms, is becoming an important tool in the fields of materials and mechanical engineering, attributed to its power to predict materials properties, design de novo materials and discover new mechanisms beyond intuitions. As the structural complexity of novel materials soars, the material design problem to optimize mechanical behaviors can involve massive design spaces that are intractable for conventional methods. Addressing this challenge, ML models trained from large material datasets that relate structure, properties and function at multiple hierarchical levels have offered new avenues for fast exploration of the design spaces. The performance of a ML-based materials design approach relies on the collection or generation of a large dataset that is properly preprocessed using the domain knowledge of materials science underlying chemical and physical concepts, and a suitable selection of the applied ML model. Recent breakthroughs in ML techniques have created vast opportunities for not only overcoming long-standing mechanics problems but also for developing unprecedented materials design strategies. In this review, we first present a brief introduction of state-of-the-art ML models, algorithms and structures. Then, we discuss the importance of data collection, generation and preprocessing. The applications in mechanical property prediction, materials design and computational methods using ML-based approaches are summarized, followed by perspectives on opportunities and open challenges in this emerging and exciting field."
6.75,"Q8,Q9",Scientific ML reliability,Free-energy and the brain,Karl Friston; Klaas Ε. Stephan,2007,article,Synthese,Springer Science+Business Media,10.1007/s11229-007-9237-y,673,True,https://doi.org/10.1007/s11229-007-9237-y,https://link.springer.com/content/pdf/10.1007/s11229-007-9237-y.pdf,https://openalex.org/W2033613103,"If one formulates Helmholtz's ideas about perception in terms of modern-day theories one arrives at a model of perceptual inference and learning that can explain a remarkable range of neurobiological facts. Using constructs from statistical physics it can be shown that the problems of inferring what cause our sensory input and learning causal regularities in the sensorium can be resolved using exactly the same principles. Furthermore, inference and learning can proceed in a biologically plausible fashion. The ensuing scheme rests on Empirical Bayes and hierarchical models of how sensory information is generated. The use of hierarchical models enables the brain to construct prior expectations in a dynamic and context-sensitive fashion. This scheme provides a principled way to understand many aspects of the brain's organisation and responses.In this paper, we suggest that these perceptual processes are just one emergent property of systems that conform to a free-energy principle. The free-energy considered here represents a bound on the surprise inherent in any exchange with the environment, under expectations encoded by its state or configuration. A system can minimise free-energy by changing its configuration to change the way it samples the environment, or to change its expectations. These changes correspond to action and perception respectively and lead to an adaptive exchange with the environment that is characteristic of biological systems. This treatment implies that the system's state and structure encode an implicit and probabilistic model of the environment. We will look at models entailed by the brain and how minimisation of free-energy can explain its dynamics and structure."
6.75,"Q8,Q9",Scientific ML reliability,"A review on machine learning in 3D printing: applications, potential, and challenges",Guo Dong Goh; Swee Leong Sing; Wai Yee Yeong,2020,article,Artificial Intelligence Review,Springer Science+Business Media,10.1007/s10462-020-09876-9,643,True,https://doi.org/10.1007/s10462-020-09876-9,https://link.springer.com/content/pdf/10.1007/s10462-020-09876-9.pdf,https://openalex.org/W3043532440,
6.75,"Q8,Q9",Scientific ML reliability,"Decision theory, reinforcement learning, and the brain",Peter Dayan; Nathaniel D. Daw,2008,article,Cognitive Affective & Behavioral Neuroscience,Springer Science+Business Media,10.3758/cabn.8.4.429,616,True,https://doi.org/10.3758/cabn.8.4.429,https://link.springer.com/content/pdf/10.3758/CABN.8.4.429.pdf,https://openalex.org/W2037917209,"Decision making is a core competence for animals and humans acting and surviving in environments they only partially comprehend, gaining rewards and punishments for their troubles. Decision-theoretic concepts permeate experiments and computational models in ethology, psychology, and neuroscience. Here, we review a well-known, coherent Bayesian approach to decision making, showing how it unifies issues in Markovian decision problems, signal detection psychophysics, sequential sampling, and optimal exploration and discuss paradigmatic psychological and neural examples of each problem. We discuss computational issues concerning what subjects know about their task and how ambitious they are in seeking optimal solutions; we address algorithmic topics concerning model-based and model-free methods for making choices; and we highlight key aspects of the neural implementation of decision making."
6.75,"Q8,Q9",Scientific ML reliability,"Comprehensive survey of deep learning in remote sensing: theories, tools, and challenges for the community",John E. Ball; Derek T. Anderson; Chee Seng Chan,2017,article,Journal of Applied Remote Sensing,SPIE,10.1117/1.jrs.11.042609,604,True,https://doi.org/10.1117/1.jrs.11.042609,https://www.spiedigitallibrary.org/journals/Journal-of-Applied-Remote-Sensing/volume-11/issue-4/042609/Comprehensive-survey-of-deep-learning-in-remote-sensing--theories/10.1117/1.JRS.11.042609.pdf,https://openalex.org/W2751694392,"In recent years, deep learning (DL), a rebranding of neural networks (NNs), has risen to the top in numerous areas, namely computer vision (CV), speech recognition, and natural language processing. Whereas remote sensing (RS) possesses a number of unique challenges, primarily related to sensors and applications, inevitably RS draws from many of the same theories as CV, e.g., statistics, fusion, and machine learning, to name a few. This means that the RS community should not only be aware of advancements such as DL, but also be leading researchers in this area. Herein, we provide the most comprehensive survey of state-of-the-art RS DL research. We also review recent new developments in the DL field that can be used in DL for RS. Namely, we focus on theories, tools, and challenges for the RS community. Specifically, we focus on unsolved challenges and opportunities as they relate to (i) inadequate data sets, (ii) human-understandable solutions for modeling physical phenomena, (iii) big data, (iv) nontraditional heterogeneous data sources, (v) DL architectures and learning algorithms for spectral, spatial, and temporal data, (vi) transfer learning, (vii) an improved theoretical understanding of DL systems, (viii) high barriers to entry, and (ix) training and optimizing the DL."
6.75,"Q10,Q3,Q4",Nuclear data for isotope production,Neutrophil kinetics in man.,J T Dancey; K A Deubelbeiss; L A Harker; C. A. Finch,1976,article,Journal of Clinical Investigation,American Society for Clinical Investigation,10.1172/jci108517,575,True,https://doi.org/10.1172/jci108517,http://www.jci.org/articles/view/108517/files/pdf,https://openalex.org/W2013301732,"A method has been developed for measuring neutrophil cellularity in normal human bone marrow, in which the neutrophil-erythroid ratio was determined from marrow sections and marrow normoblasts were estimated by the erythron iron turnover. Neutrophil maturational categories, defined by morphologic criteria, were supported by autoradiographs of marrow flashed-labeled with 3H-thymidine. Correction for multiple counting error was empirically derived by counting serial sections through cells of each maturational category. The normal neutrophil-erythroid ratio in 13 normal human subjects was 1.5 +/- 0.07. The mean number of normoblasts in the same subjects was estimated to be 5.07 +/- 0.84 X 10(9) cells/kg. Total marrow neutrophils (X 10(9) cells/kg) were 7.70 +/- 1.20, the postmitotic pool (metamyelocytes, bands, and segmented forms) was 5.59 +/- 0.90 and the mitotic pool (promyelocytes + myelocytes) was 2.11 +/- 0.36. Marrow neutrophil (""total"") production has been determined from the number of neutrophils comprising the postmitotic marrow pool divided by their transit time Transit time was derived from the appearance in circulating neutrophils of injected 3H-thymidine. The postmitotic pool comprised 5.59 +/- 0.90 X 10(9) neutrophils/kg, and the transit time was 6.60 +/- 0.03 days. From these data marrow neutrophil production was calculated to be 0.85 X 10(9) cells/kg per day. Effective production, measured as the turnover of circulating neutrophils labeled with 3H-thymidine, was 0.87 +/- 0.13 X 10(9) cells/kg per day. This value correlated well with the calculation of marrow neutrophil production. A larger turnover of 1.62 +/- 0.46 X 10(9) cells/kg per day was obtained when diisopropylfluorophosphate-32P was used to label circulating neutrophils. Studies using isologous cells doubly labeled with 3H-thymidine and diisopropylfluorophosphate-32P demonstrated a lower recovery and shorter t1/2 of the 32P label."
6.75,"Q8,Q9",Scientific ML reliability,Machine-learning-assisted discovery of polymers with high thermal conductivity using a molecular design algorithm,Stephen Wu; Yukiko Kondo; Masa‐aki Kakimoto; Bin Yang; H. Yamada; Isao Kuwajima; et al.,2019,article,npj Computational Materials,Nature Portfolio,10.1038/s41524-019-0203-2,501,True,https://doi.org/10.1038/s41524-019-0203-2,https://www.nature.com/articles/s41524-019-0203-2.pdf,https://openalex.org/W2952832141,"Abstract The use of machine learning in computational molecular design has great potential to accelerate the discovery of innovative materials. However, its practical benefits still remain unproven in real-world applications, particularly in polymer science. We demonstrate the successful discovery of new polymers with high thermal conductivity, inspired by machine-learning-assisted polymer chemistry. This discovery was made by the interplay between machine intelligence trained on a substantially limited amount of polymeric properties data, expertise from laboratory synthesis and advanced technologies for thermophysical property measurements. Using a molecular design algorithm trained to recognize quantitative structure—property relationships with respect to thermal conductivity and other targeted polymeric properties, we identified thousands of promising hypothetical polymers. From these candidates, three were selected for monomer synthesis and polymerization because of their synthetic accessibility and their potential for ease of processing in further applications. The synthesized polymers reached thermal conductivities of 0.18–0.41 W/mK, which are comparable to those of state-of-the-art polymers in non-composite thermo-plastics."
6.75,"Q8,Q9",Scientific ML reliability,Process‐Guided Deep Learning Predictions of Lake Water Temperature,Jordan S. Read; Xiaowei Jia; Jared Willard; Alison Appling; Jacob A. Zwart; Samantha K. Oliver; et al.,2019,article,Water Resources Research,Wiley,10.1029/2019wr024922,439,True,https://doi.org/10.1029/2019wr024922,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019WR024922,https://openalex.org/W2986457312,"Abstract The rapid growth of data in water resources has created new opportunities to accelerate knowledge discovery with the use of advanced deep learning tools. Hybrid models that integrate theory with state‐of‐the art empirical techniques have the potential to improve predictions while remaining true to physical laws. This paper evaluates the Process‐Guided Deep Learning (PGDL) hybrid modeling framework with a use‐case of predicting depth‐specific lake water temperatures. The PGDL model has three primary components: a deep learning model with temporal awareness (long short‐term memory recurrence), theory‐based feedback (model penalties for violating conversation of energy), and model pretraining to initialize the network with synthetic data (water temperature predictions from a process‐based model). In situ water temperatures were used to train the PGDL model, a deep learning (DL) model, and a process‐based (PB) model. Model performance was evaluated in various conditions, including when training data were sparse and when predictions were made outside of the range in the training data set. The PGDL model performance (as measured by root‐mean‐square error (RMSE)) was superior to DL and PB for two detailed study lakes, but only when pretraining data included greater variability than the training period. The PGDL model also performed well when extended to 68 lakes, with a median RMSE of 1.65 °C during the test period (DL: 1.78 °C, PB: 2.03 °C; in a small number of lakes PB or DL models were more accurate). This case‐study demonstrates that integrating scientific knowledge into deep learning tools shows promise for improving predictions of many important environmental variables."
6.75,"Q8,Q9",Scientific ML reliability,Artificial intelligence and machine learning for medical imaging: A technology review,Ana María Barragán Montero; Umair Javaid; Gilmer Valdés; Dan Nguyen; Paul Desbordes; Benoît Macq; et al.,2021,article,Physica Medica,Elsevier BV,10.1016/j.ejmp.2021.04.016,437,True,https://doi.org/10.1016/j.ejmp.2021.04.016,http://www.physicamedica.com/article/S1120179721001733/pdf,https://openalex.org/W3161335554,"Artificial intelligence (AI) has recently become a very popular buzzword, as a consequence of disruptive technical advances and impressive experimental results, notably in the field of image analysis and processing. In medicine, specialties where images are central, like radiology, pathology or oncology, have seized the opportunity and considerable efforts in research and development have been deployed to transfer the potential of AI to clinical applications. With AI becoming a more mainstream tool for typical medical imaging analysis tasks, such as diagnosis, segmentation, or classification, the key for a safe and efficient use of clinical AI applications relies, in part, on informed practitioners. The aim of this review is to present the basic technological pillars of AI, together with the state-of-the-art machine learning methods and their application to medical imaging. In addition, we discuss the new trends and future research directions. This will help the reader to understand how AI methods are now becoming an ubiquitous tool in any medical image analysis workflow and pave the way for the clinical implementation of AI-based solutions."
6.75,"Q8,Q9",Scientific ML reliability,Explainable Deep Learning: A Field Guide for the Uninitiated,Gabriëlle Ras; Ning Xie; Marcel van Gerven; Derek Doran,2022,article,Journal of Artificial Intelligence Research,AI Access Foundation,10.1613/jair.1.13200,415,True,https://doi.org/10.1613/jair.1.13200,https://www.jair.org/index.php/jair/article/download/13200/26763,https://openalex.org/W3020975691,"Deep neural networks (DNNs) are an indispensable machine learning tool despite the difficulty of diagnosing what aspects of a model’s input drive its decisions. In countless real-world domains, from legislation and law enforcement to healthcare, such diagnosis is essential to ensure that DNN decisions are driven by aspects appropriate in the context of its use. The development of methods and studies enabling the explanation of a DNN’s decisions has thus blossomed into an active and broad area of research. The field’s complexity is exacerbated by competing definitions of what it means “to explain” the actions of a DNN and to evaluate an approach’s “ability to explain”. This article offers a field guide to explore the space of explainable deep learning for those in the AI/ML field who are uninitiated. The field guide: i) Introduces three simple dimensions defining the space of foundational methods that contribute to explainable deep learning, ii) discusses the evaluations for model explanations, iii) places explainability in the context of other related deep learning research areas, and iv) discusses user-oriented explanation design and future directions. We hope the guide is seen as a starting point for those embarking on this research field."
6.75,"Q1,Q2,Q7,Q8,Q9",Accelerator surrogate optimization; OOD and scientific surrogate reliability; Scientific ML reliability,The Challenge of Machine Learning in Space Weather: Nowcasting and Forecasting,Enrico Camporeale,2019,article,Space Weather,American Geophysical Union,10.1029/2018sw002061,407,True,https://doi.org/10.1029/2018sw002061,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2018SW002061,https://openalex.org/W2920947047,"Abstract The numerous recent breakthroughs in machine learning make imperative to carefully ponder how the scientific community can benefit from a technology that, although not necessarily new, is today living its golden age. This Grand Challenge review paper is focused on the present and future role of machine learning in Space Weather. The purpose is twofold. On one hand, we will discuss previous works that use machine learning for Space Weather forecasting, focusing in particular on the few areas that have seen most activity: the forecasting of geomagnetic indices, of relativistic electrons at geosynchronous orbits, of solar flares occurrence, of coronal mass ejection propagation time, and of solar wind speed. On the other hand, this paper serves as a gentle introduction to the field of machine learning tailored to the Space Weather community and as a pointer to a number of open challenges that we believe the community should undertake in the next decade. The recurring themes throughout the review are the need to shift our forecasting paradigm to a probabilistic approach focused on the reliable assessment of uncertainties, and the combination of physics‐based and machine learning approaches, known as gray box."
6.75,"Q8,Q9",Scientific ML reliability,Machine learning for quantum mechanics in a nutshell,Matthias Rupp,2015,article,International Journal of Quantum Chemistry,Wiley,10.1002/qua.24954,381,True,https://doi.org/10.1002/qua.24954,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qua.24954,https://openalex.org/W1584846110,"Models that combine quantum mechanics (QM) with machine learning (ML) promise to deliver the accuracy of QM at the speed of ML. This hands‐on tutorial introduces the reader to QM/ML models based on kernel learning, an elegant, systematically nonlinear form of ML. Pseudocode and a reference implementation are provided, enabling the reader to reproduce results from recent publications where atomization energies of small organic molecules are predicted using kernel ridge regression. © 2015 Wiley Periodicals, Inc."
6.75,"Q8,Q9",Scientific ML reliability,HESS Opinions: Incubating deep-learning-powered hydrologic science advances as a community,Chaopeng Shen; Eric Laloy; Amin Elshorbagy; Adrian Albert; Jerad Bales; Fi‐John Chang; et al.,2018,article,Hydrology and earth system sciences,Copernicus Publications,10.5194/hess-22-5639-2018,353,True,https://doi.org/10.5194/hess-22-5639-2018,https://hess.copernicus.org/articles/22/5639/2018/hess-22-5639-2018.pdf,https://openalex.org/W2898661956,"Abstract. Recently, deep learning (DL) has emerged as a revolutionary and versatile tool transforming industry applications and generating new and improved capabilities for scientific discovery and model building. The adoption of DL in hydrology has so far been gradual, but the field is now ripe for breakthroughs. This paper suggests that DL-based methods can open up a complementary avenue toward knowledge discovery in hydrologic sciences. In the new avenue, machine-learning algorithms present competing hypotheses that are consistent with data. Interrogative methods are then invoked to interpret DL models for scientists to further evaluate. However, hydrology presents many challenges for DL methods, such as data limitations, heterogeneity and co-evolution, and the general inexperience of the hydrologic field with DL. The roadmap toward DL-powered scientific advances will require the coordinated effort from a large community involving scientists and citizens. Integrating process-based models with DL models will help alleviate data limitations. The sharing of data and baseline models will improve the efficiency of the community as a whole. Open competitions could serve as the organizing events to greatly propel growth and nurture data science education in hydrology, which demands a grassroots collaboration. The area of hydrologic DL presents numerous research opportunities that could, in turn, stimulate advances in machine learning as well."
6.75,"Q8,Q9",Scientific ML reliability,Artificial Intelligence Meets Flexible Sensors: Emerging Smart Flexible Sensing Systems Driven by Machine Learning and Artificial Synapses,Tianming Sun; Bin Feng; Jinpeng Huo; Yu Xiao; Wengan Wang; Wengan Wang; et al.,2023,article,Nano-Micro Letters,Springer Science+Business Media,10.1007/s40820-023-01235-x,347,True,https://doi.org/10.1007/s40820-023-01235-x,https://link.springer.com/content/pdf/10.1007/s40820-023-01235-x.pdf,https://openalex.org/W4388639388,"The recent wave of the artificial intelligence (AI) revolution has aroused unprecedented interest in the intelligentialize of human society. As an essential component that bridges the physical world and digital signals, flexible sensors are evolving from a single sensing element to a smarter system, which is capable of highly efficient acquisition, analysis, and even perception of vast, multifaceted data. While challenging from a manual perspective, the development of intelligent flexible sensing has been remarkably facilitated owing to the rapid advances of brain-inspired AI innovations from both the algorithm (machine learning) and the framework (artificial synapses) level. This review presents the recent progress of the emerging AI-driven, intelligent flexible sensing systems. The basic concept of machine learning and artificial synapses are introduced. The new enabling features induced by the fusion of AI and flexible sensing are comprehensively reviewed, which significantly advances the applications such as flexible sensory systems, soft/humanoid robotics, and human activity monitoring. As two of the most profound innovations in the twenty-first century, the deep incorporation of flexible sensing and AI technology holds tremendous potential for creating a smarter world for human beings."
6.75,"Q1,Q2,Q7,Q8,Q9",Nuclear surrogate optimization; Scientific ML reliability,"Machine Learning in Chemical Engineering: Strengths, Weaknesses, Opportunities, and Threats",Maarten R. Dobbelaere; Pieter Plehiers; Ruben Van de Vijver; Christian V. Stevens; Kevin M. Van Geem,2021,article,Engineering,Elsevier BV,10.1016/j.eng.2021.03.019,316,True,https://doi.org/10.1016/j.eng.2021.03.019,https://www.sciencedirect.com/science/article/pii/S2095809921002010/pdf,https://openalex.org/W3189264902,"Chemical engineers rely on models for design, research, and daily decision-making, often with potentially large financial and safety implications. Previous efforts a few decades ago to combine artificial intelligence and chemical engineering for modeling were unable to fulfill the expectations. In the last five years, the increasing availability of data and computational resources has led to a resurgence in machine learning-based research. Many recent efforts have facilitated the roll-out of machine learning techniques in the research field by developing large databases, benchmarks, and representations for chemical applications and new machine learning frameworks. Machine learning has significant advantages over traditional modeling techniques, including flexibility, accuracy, and execution speed. These strengths also come with weaknesses, such as the lack of interpretability of these black-box models. The greatest opportunities involve using machine learning in time-limited applications such as real-time optimization and planning that require high accuracy and that can build on models with a self-learning ability to recognize patterns, learn from data, and become more intelligent over time. The greatest threat in artificial intelligence research today is inappropriate use because most chemical engineers have had limited training in computer science and data analysis. Nevertheless, machine learning will definitely become a trustworthy element in the modeling toolbox of chemical engineers."
6.75,"Q8,Q9",Scientific ML reliability,Driven by Data or Derived Through Physics? A Review of Hybrid Physics Guided Machine Learning Techniques With Cyber-Physical System (CPS) Focus,Rahul Rai; Chandan K. Sahu,2020,article,IEEE Access,Institute of Electrical and Electronics Engineers,10.1109/access.2020.2987324,307,True,https://doi.org/10.1109/access.2020.2987324,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09064519.pdf,https://openalex.org/W3017305623,"A multitude of cyber-physical system (CPS) applications, including design, control, diagnosis, prognostics, and a host of other problems, are predicated on the assumption of model availability. There are mainly two approaches to modeling: Physics/Equation based modeling (Model-Based, MB) and Machine Learning (ML). Recently, there is a growing consensus that ML methodologies relying on data need to be coupled with prior scientific knowledge (or physics, MB) for modeling CPS. We refer to the paradigm that combines MB approaches with ML as hybrid learning methods. Hybrid modeling (HB) methods is a growing field within both the ML and scientific communities, and are recognized as an important emerging but nascent area of research. Recently, several works have attempted to merge MB and ML models for the complete exploitation of their combined potential. However, the research literature is scattered and unorganized. So, we make a meticulous and systematic attempt at organizing and standardizing the methods of combining ML and MB models. In addition to that, we outline five metrics for the comprehensive evaluation of hybrid models. Finally, we conclude by shedding some light on the challenges of hybrid models, which we, as a research community, should focus on for harnessing the full potential of hybrid models. An additional feature of this survey is that the hybrid modeling work has been discussed with a focus on modeling cyber-physical systems."
6.75,"Q10,Q3,Q4",Nuclear data for isotope production,Prompt-gamma monitoring in hadrontherapy: A review,J. Krimmer; D. Dauvergne; Jean Michel Létang; Étienne Testa,2017,article,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,Elsevier BV,10.1016/j.nima.2017.07.063,298,True,https://doi.org/10.1016/j.nima.2017.07.063,https://www.sciencedirect.com/science/article/pii/S0168900217308380,https://openalex.org/W2744561640,
6.75,"Q8,Q9",Scientific ML reliability,Diversity in Machine Learning,Zhiqiang Gong; Ping Zhong; Weidong Hu,2019,article,IEEE Access,Institute of Electrical and Electronics Engineers,10.1109/access.2019.2917620,281,True,https://doi.org/10.1109/access.2019.2917620,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08717641.pdf,https://openalex.org/W2811120218,"Machine learning methods have achieved good performance and been widely applied in various real-world applications. They can learn the model adaptively and be better fit for special requirements of different tasks. Generally, a good machine learning system is composed of plentiful training data, a good model training process, and an accurate inference. Many factors can affect the performance of the machine learning process, among which the diversity of the machine learning process is an important one. The diversity can help each procedure to guarantee a totally good machine learning: diversity of the training data ensures that the training data can provide more discriminative information for the model, diversity of the learned model (diversity in parameters of each model or diversity among different base models) makes each parameter/model capture unique or complement information and the diversity in inference can provide multiple choices each of which corresponds to a specific plausible local optimal result. Even though diversity plays an important role in the machine learning process, there is no systematical analysis of the diversification in the machine learning system. In this paper, we systematically summarize the methods to make data diversification, model diversification, and inference diversification in the machine learning process. In addition, the typical applications where the diversity technology improved the machine learning performance have been surveyed including the remote sensing imaging tasks, machine translation, camera relocalization, image segmentation, object detection, topic modeling, and others. Finally, we discuss some challenges of the diversity technology in machine learning and point out some directions in future work. Our analysis provides a deeper understanding of the diversity technology in machine learning tasks and hence can help design and learn more effective models for real-world applications."
6.75,"Q10,Q3,Q4",Nuclear data for isotope production,Relevance of accurate Monte Carlo modeling in nuclear medical imaging,Habib Zaidi,1999,article,Medical Physics,Wiley,10.1118/1.598559,276,True,https://doi.org/10.1118/1.598559,http://cds.cern.ch/record/484280/files/ext-2001-004.pdf,https://openalex.org/W2038253228,"Monte Carlo techniques have become popular in different areas of medical physics with advantage of powerful computing systems. In particular, they have been extensively applied to simulate processes involving random behavior and to quantify physical parameters that are difficult or even impossible to calculate by experimental measurements. Recent nuclear medical imaging innovations such as single-photon emission computed tomography (SPECT), positron emission tomography (PET), and multiple emission tomography (MET) are ideal for Monte Carlo modeling techniques because of the stochastic nature of radiation emission, transport and detection processes. Factors which have contributed to the wider use include improved models of radiation transport processes, the practicality of application with the development of acceleration schemes and the improved speed of computers. In this paper we present a derivation and methodological basis for this approach and critically review their areas of application in nuclear imaging. An overview of existing simulation programs is provided and illustrated with examples of some useful features of such sophisticated tools in connection with common computing facilities and more powerful multiple-processor parallel processing systems. Current and future trends in the field are also discussed."
6.75,"Q10,Q3,Q4",Nuclear data for isotope production,Reference Cross Sections for Charged-particle Monitor Reactions,Α. Hermanne; A. V. Ignatyuk; R. Capote; B. V. Carlson; Jonathan W. Engle; M.A. Kellett; et al.,2018,article,Nuclear Data Sheets,Elsevier BV,10.1016/j.nds.2018.02.009,272,True,https://doi.org/10.1016/j.nds.2018.02.009,https://www.osti.gov/servlets/purl/1484024,https://openalex.org/W2790390921,
6.75,"Q1,Q2,Q3,Q7,Q9",Medical-isotope scheduling,Roadmap toward the 10 ps time-of-flight PET challenge,P. Lecoq; C. Morel; John O. Prior; Dimitris Visvikis; S. Gundacker; E. Auffray; et al.,2020,article,Physics in Medicine and Biology,IOP Publishing,10.1088/1361-6560/ab9500,265,True,https://doi.org/10.1088/1361-6560/ab9500,https://lirias.kuleuven.be/handle/123456789/656376,https://openalex.org/W3027275779,"Abstract Since the seventies, positron emission tomography (PET) has become an invaluable medical molecular imaging modality with an unprecedented sensitivity at the picomolar level, especially for cancer diagnosis and the monitoring of its response to therapy. More recently, its combination with x-ray computed tomography (CT) or magnetic resonance (MR) has added high precision anatomic information in fused PET/CT and PET/MR images, thus compensating for the modest intrinsic spatial resolution of PET. Nevertheless, a number of medical challenges call for further improvements in PET sensitivity. These concern in particular new treatment opportunities in the context personalized (also called precision) medicine, such as the need to dynamically track a small number of cells in cancer immunotherapy or stem cells for tissue repair procedures. A better signal-to-noise ratio (SNR) in the image would allow detecting smaller size tumours together with a better staging of the patients, thus increasing the chances of putting cancer in complete remission. Moreover, there is an increasing demand for reducing the radioactive doses injected to the patients without impairing image quality. There are three ways to improve PET scanner sensitivity: improving detector efficiency, increasing geometrical acceptance of the imaging device and pushing the timing performance of the detectors. Currently, some pre-localization of the electron-positron annihilation along a line-of-response (LOR) given by the detection of a pair of annihilation photons is provided by the detection of the time difference between the two photons, also known as the time-of-flight (TOF) difference of the photons, whose accuracy is given by the coincidence time resolution (CTR). A CTR of about 10 picoseconds FWHM will ultimately allow to obtain a direct 3D volume representation of the activity distribution of a positron emitting radiopharmaceutical, at the millimetre level, thus introducing a quantum leap in PET imaging and quantification and fostering more frequent use of 11 C radiopharmaceuticals. The present roadmap article toward the advent of 10 ps TOF-PET addresses the status and current/future challenges along the development of TOF-PET with the objective to reach this mythic 10 ps frontier that will open the door to real-time volume imaging virtually without tomographic inversion. The medical impact and prospects to achieve this technological revolution from the detection and image reconstruction point-of-views, together with a few perspectives beyond the TOF-PET application are discussed."
