source_id,category_code,category,questions,title,authors,year,source_type,venue,doi,url,evidence_depth,data_basis,method_family,project_relevance,ra226_n2n,ac225_output,time_history,recurrent_model,physics_constraint,multiobjective_optimization,experimental_validation,uncertainty_or_ood,trusted_solver_reference,screening_score,screening_note,abstract
S106,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9",Basic Framework and Main Methods of Uncertainty Quantification,Juan Zhang; Junping Yin; Ruili Wang,2020,article,Mathematical Problems in Engineering,10.1155/2020/6068203,https://doi.org/10.1155/2020/6068203,title and abstract screened,experimental or measured,uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,no,20.0,Included for structured comparison; use the linked paper for claim-level details.,"Since 2000, the research of uncertainty quantification (UQ) has been successfully applied in many fields and has been highly valued and strongly supported by academia and industry. This review firstly discusses the sources and the types of uncertainties and gives an overall discussion on the goal, practical significance, and basic framework of the research of UQ. Then, the core ideas and typical methods of several important UQ processes are introduced, including sensitivity analysis, uncertainty propagation, model calibration, Bayesian inference, experimental design, surrogate model, and model uncertainty analysis."
S107,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q7,Q9","DAKOTA, a multilevel parallel object-oriented framework for design optimization, parameter estimation, uncertainty quantification, and sensitivity analysis:version 4.0 reference manual",Joshua Griffin; Michael Eldred; Monica Martinez-Canales; Jean‐Paul Watson; Tamara G. Kolda; Brian D. Adams; et al.,2006,report,Sandia National Laboratories (SNL),10.2172/895073,https://doi.org/10.2172/895073,title and abstract screened,mixed simulation and measurement,uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,yes,20.0,Included for structured comparison; use the linked paper for claim-level details.,"The DAKOTA (Design Analysis Kit for Optimization and Terascale Applications) toolkit provides a flexible and extensible interface between simulation codes and iterative analysis methods. DAKOTA contains algorithms for optimization with gradient and nongradient-based methods; uncertainty quantification with sampling, reliability, and stochastic finite element methods; parameter estimation with nonlinear least squares methods; and sensitivity/variance analysis with design of experiments and parameter study methods. These capabilities may be used on their own or as components within advanced strategies such as surrogate-based optimization, mixed integer nonlinear programming, or optimization under uncertainty. By employing object-oriented design to implement abstractions of the key components required for iterative systems analyses, the DAKOTA toolkit provides a flexible and extensible problem-solving environment for design and performance analysis of computational models on high performance computers. This report serves as a reference manual for the commands specification for the DAKOTA software, providing input overviews, option descriptions, and example specifications."
S108,F,"Uncertainty, distribution shift, and reliability","Q5,Q6,Q7,Q9",Efficient Uncertainty Characterization Framework in Neutronics Core Simulation with Application to Thermal-Spectrum Reactor Systems,Dongli Huang,2020,dissertation,Figshare,10.25394/pgs.11955063.v1,https://figshare.com/articles/Efficient_Uncertainty_Characterization_Framework_in_Neutronics_Core_Simulation_with_Application_to_Thermal-Spectrum_Reactor_Systems/11955063,title and abstract screened,simulation or solver generated,uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,20.0,Included for structured comparison; use the linked paper for claim-level details.,"This dissertation is devoted to developing a first-of-a-kind uncertainty characterization framework (UCF) providing comprehensive, efficient and scientifically defendable methodologies for uncertainty characterization (UC) in best-estimate (BE) reactor physics simulations. The UCF is designed with primary application to CANDU neutronics calculations, but could also be applied to other thermal-spectrum reactor systems. The overarching goal of the UCF is to propagate and prioritize all sources of uncertainties, including those originating from nuclear data uncertainties, modeling assumptions, and other approximations, in order to reliably use the results of BE simulations in the various aspects of reactor design, operation, and safety. The scope of this UCF is to propagate nuclear data uncertainties from the multi-group format, representing the input to lattice physics calculations, to the few-group format, representing the input to nodal diffusion-based core simulators and quantify the uncertainties in reactor core attributes.The main contribution of this dissertation addresses two major challenges in current uncertainty analysis approaches. The first is the feasibility of the UCF due to the complex nature of nuclear reactor simulation and computational burden of conventional uncertainty quantification (UQ) methods. The second goal is to assess the impact of other sources of uncertainties that are typically ignored in the course of propagating nuclear data uncertainties, such as various modeling assumptions and approximations.To deal with the first challenge, this thesis work proposes an integrated UC process employing a number of approaches and algorithms, including the physics-guided coverage mapping (PCM) method in support of model validation, and the reduced order modeling (ROM) techniques as well as the sensitivity analysis (SA) on uncertainty sources, to reduce the dimensionality of uncertainty space at each interface of neutronics calculations. In addition to the efficient techniques to reduce the computational cost, the UCF aims to accomplish four primary functions in uncertainty analysis of neutronics simulations. The first function is to identify all sources of uncertainties, including nuclear data uncertainties, modeling assumptions, numerical approximations and technological parameter uncertainties. Second, the proposed UC process will be able to propagate the identified uncertainties to the responses of interest in core simulation and provide uncertainty quantifications (UQ) analysis for these core attributes. Third, the propagated uncertainties will be mapped to a wide range of reactor core operation conditions. Finally, the fourth function is to prioritize the identified uncertainty sources, i.e., to generate a priority identification and ranking table (PIRT) which sorts the major sources of uncertainties according to the impact on the core attributes’ uncertainties. In the proposed implementation, the nuclear data uncertainties are first propagated from multi-group level through lattice physics calculation to generate few-group parameters uncertainties, described using a vector of mean values and a covariance matrix. Employing an ROM-based compression of the covariance matrix, the few-group uncertainties are then propagated through downstream core simulation in a computationally efficient manner.To explore on the impact of uncertainty sources except for nuclear data uncertainties on the UC process, a number of approximations and assumptions are investigated in this thesis, e.g., modeling assumptions such as resonance treatment, energy group structure, etc., and assumptions associated with the uncertainty analysis itself, e.g., linearity assumption, level of ROM reduction and associated number of degrees of freedom employed. These approximations and assumptions have been employed in the literature of neutronic uncertainty analysis yet without formal verifications. The major argument here is that these assumptions may introduce another source of uncertainty whose magnitude needs to be quantified in tandem with nuclear data uncertainties. In order to assess whether modeling uncertainties have an impact on parameter uncertainties, this dissertation proposes a process to evaluate the influence of various modeling assumptions and approximations and to investigate the interactions between the two major uncertainty sources. To explore this endeavor, the impact of a number of modeling assumptions on core attributes uncertainties is quantified.The proposed UC process has first applied to a BWR application, in order to test the uncertainty propagation and prioritization process with the ROM implementation in a wide range of core conditions. Finally, a comprehensive uncertainty library for CANDU uncertainty analysis with NESTLE-C as core simulator is generated compressed uncertainty sources from the proposed UCF. The modeling uncertainties as well as their impact on the parameter uncertainty propagation process are investigated on the CANDU application with the uncertainty library."
S109,F,"Uncertainty, distribution shift, and reliability","Q8,Q9","Unified Framework and Survey for Model Verification, Validation and Uncertainty Quantification",Stefan Riedmaier; Benedikt Danquah; Bernhard Schick; Frank Diermeyer,2020,article,Archives of Computational Methods in Engineering,10.1007/s11831-020-09473-7,https://doi.org/10.1007/s11831-020-09473-7,title and abstract screened,mixed simulation and measurement,uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,no,20.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract Simulation is becoming increasingly important in the development, testing and approval process in many areas of engineering, ranging from finite element models to highly complex cyber-physical systems such as autonomous cars. Simulation must be accompanied by model verification, validation and uncertainty quantification (VV&amp;UQ) activities to assess the inherent errors and uncertainties of each simulation model. However, the VV&amp;UQ methods differ greatly between the application areas. In general, a major challenge is the aggregation of uncertainties from calibration and validation experiments to the actual model predictions under new, untested conditions. This is especially relevant due to high extrapolation uncertainties, if the experimental conditions differ strongly from the prediction conditions, or if the output quantities required for prediction cannot be measured during the experiments. In this paper, both the heterogeneous VV&amp;UQ landscape and the challenge of aggregation will be addressed with a novel modular and unified framework to enable credible decision making based on simulation models. This paper contains a comprehensive survey of over 200 literature sources from many application areas and embeds them into the unified framework. In addition, this paper analyzes and compares the VV&amp;UQ methods and the application areas in order to identify strengths and weaknesses and to derive further research directions. The framework thus combines a variety of VV&amp;UQ methods, so that different engineering areas can benefit from new methods and combinations. Finally, this paper presents a procedure to select a suitable method from the framework for the desired application."
S110,F,"Uncertainty, distribution shift, and reliability","Q1,Q10,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9",Combining simulations and data with deep learning and uncertainty quantification for advanced energy modeling,Majdi I. Radaideh; Tomasz Kozłowski,2019,article,International Journal of Energy Research,10.1002/er.4698,https://doi.org/10.1002/er.4698,title and abstract screened,simulation or solver generated,neural-network surrogate; uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,19.0,Included for structured comparison; use the linked paper for claim-level details.,"A novel and modern framework for energy modeling is developed in this paper with a focus on nuclear energy modeling and simulation. The framework combines multiphysics simulations and real data, with validation by uncertainty quantification tasks and facilitation by machine and deep learning methods. The hybrid framework is built on the basis of a wide range of physical models, real data, mathematical and statistical methods, and artificial intelligence techniques. The framework is demonstrated in different applications, including quantifying uncertainties in computer simulations, multiphysics coupling, analysis of variance using machine learning surrogate models, deep learning of time series phenomena, and propagating parametric uncertainties of nuclear data. The applications demonstrated are oriented to nuclear engineering simulations, even though majority of the methods are applicable to other energy sources (eg, renewable). Efficient utilization of this framework is expected to yield a much better understanding of the physical phenomena analyzed as well as an improvement in the performance of the energy design/model under construction."
S111,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q7,Q9",Uncertainty aware machine-learning-based surrogate models for particle accelerators: Study at the Fermilab Booster Accelerator Complex,Malachi Schram; Kishansingh Rajput; Karthik Somayaji NS; Peng Li; Jason St. John; Himanshu Sharma,2023,article,Physical Review Accelerators and Beams,10.1103/physrevaccelbeams.26.044602,https://doi.org/10.1103/physrevaccelbeams.26.044602,title and abstract screened,method or metadata,neural-network surrogate; uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,19.0,Included for structured comparison; use the linked paper for claim-level details.,"Standard deep learning methods, such as Ensemble Models, Bayesian Neural Networks, and Quantile Regression Models provide estimates of prediction uncertainties for data-driven deep learning models. However, they can be limited in their applications due to their heavy memory, inference cost, and ability to properly capture out-of-distribution uncertainties. Additionally, some of these models require post-training calibration that limits their ability to be used for continuous learning applications. In this paper, we present a new approach to provide prediction with calibrated uncertainties that includes out-of-distribution contributions and compare it to standard methods on the Fermi National Accelerator Laboratory (FNAL) Booster accelerator complex."
S112,F,"Uncertainty, distribution shift, and reliability","Q8,Q9",DIMENSIONALITY REDUCTION FOR COMPLEX MODELS VIA BAYESIAN COMPRESSIVE SENSING,Khachik Sargsyan; Cosmin Safta; Habib N. Najm; Bert Debusschere; Daniel Ricciuto; Peter Thornton,2013,article,International Journal for Uncertainty Quantification,10.1615/int.j.uncertaintyquantification.2013006821,https://doi.org/10.1615/int.j.uncertaintyquantification.2013006821,title and abstract screened,simulation or solver generated,uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Uncertainty quantification in complex physical models is often challenged by the computational expense of these models. One often needs to operate under the assumption of sparsely available model simulations. This issue is even more critical when models include a large number of input parameters. This ""curse of dimensionality,"" in particular, leads to a prohibitively large number of basis terms in spectral methods for uncertainty quantification, such as polynomial chaos (PC) methods. In this work, we implement a PC-based surrogate model construction that ""learns"" and retains only the most relevant basis terms of the PC expansion, using sparse Bayesian learning. This dramatically reduces the dimensionality of the problem, making it more amenable to further analysis such as sensitivity or calibration studies. The model of interest is the community land model with about 80 input parameters, which also exhibits nonsmooth input-output behavior. We enhanced the methodology by a clustering and classifying procedure that leads to a piecewise-PC surrogate thereby dealing with nonlinearity. We then obtain global sensitivity information for five outputs with respect to all input parameters using less than 10,000 model simulations-a very small number for an 80-dimensional input parameter space."
S113,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q7,Q8,Q9",Machine Learning with Gradient-Based Optimization of Nuclear Waste Vitrification with Uncertainties and Constraints,LaGrande Gunnell; Kyle C. Manwaring; Xiaonan Lu; Jacob G. Reynolds; John D. Vienna; John D. Hedengren,2022,article,Processes,10.3390/pr10112365,https://doi.org/10.3390/pr10112365,title and abstract screened,method or metadata,neural-network surrogate; Gaussian-process surrogate; uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Gekko is an optimization suite in Python that solves optimization problems involving mixed-integer, nonlinear, and differential equations. The purpose of this study is to integrate common Machine Learning (ML) algorithms such as Gaussian Process Regression (GPR), support vector regression (SVR), and artificial neural network (ANN) models into Gekko to solve data based optimization problems. Uncertainty quantification (UQ) is used alongside ML for better decision making. These methods include ensemble methods, model-specific methods, conformal predictions, and the delta method. An optimization problem involving nuclear waste vitrification is presented to demonstrate the benefit of ML in this field. ML models are compared against the current partial quadratic mixture (PQM) model in an optimization problem in Gekko. GPR with conformal uncertainty was chosen as the best substitute model as it had a lower mean squared error of 0.0025 compared to 0.018 and more confidently predicted a higher waste loading of 37.5 wt% compared to 34 wt%. The example problem shows that these tools can be used in similar industry settings where easier use and better performance is needed over classical approaches. Future works with these tools include expanding them with other regression models and UQ methods, and exploration into other optimization problems or dynamic control."
S114,F,"Uncertainty, distribution shift, and reliability","Q10,Q3,Q4",Nuclear data uncertainty analysis for the Po-210 production in MYRRHA,Luca Fiorito; Alexey Stankovskiy; Augusto Hernández-Solís; Gert Van den Eynde; Gašper Žerovnik,2018,article,EPJ Nuclear Sciences & Technologies,10.1051/epjn/2018044,https://doi.org/10.1051/epjn/2018044,title and abstract screened,method or metadata,uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"MYRRHA is a multi-purpose research reactor able to operate in sub-critical and critical modes and currently in the design phase at SCK•CEN. The choice of LBE was driven by its chemical stability, low melting temperature, high boiling point, low chemical reactivity with water and air and a good neutronic performance. As a drawback, the neutron capture in 209 Bi results in the production of 210 Po, a highly radiotoxic alpha emitter with relatively short half-life (≈138 days). The 210 Po production represents a major safety concern that has to be addressed for the reactor licensing. In this work we used the ALEPH-2 burnup code to accurately calculate the 210 Po production in a MYRRHA operating cycle. The impact of using different nuclear data libraries was evaluated and the reliability of the results was determined by quantifying the uncertainty of the 210 Po concentration. The uncertainty quantification was carried out sampling the currently available nuclear data covariance matrices with the SANDY code. Also, estimates of the sensitivity profiles were obtained with a linear regression approach. The activation yield of the 209 Bi neutron capture reaction was assessed as the largest nuclear data source of uncertainty, however the lack of covariances for such data represent a capital drawback for the 210 Po content prediction."
S115,F,"Uncertainty, distribution shift, and reliability","Q8,Q9",A GUI platform for uncertainty quantification of complex dynamical models,Chen Wang; Qingyun Duan; Charles Tong; Zhenhua Di; Wei Gong,2015,article,Environmental Modelling & Software,10.1016/j.envsoft.2015.11.004,https://doi.org/10.1016/j.envsoft.2015.11.004,title and abstract screened,mixed simulation and measurement,transport/depletion solver; uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,no,17.0,Included for structured comparison; use the linked paper for claim-level details.,"Uncertainty quantification (UQ) refers to quantitative characterization and reduction of uncertainties present in computer model simulations. It is widely used in engineering and geophysics fields to assess and predict the likelihood of various outcomes. This paper describes a UQ platform called UQ-PyL (Uncertainty Quantification Python Laboratory), a flexible software platform designed to quantify uncertainty of complex dynamical models. UQ-PyL integrates different kinds of UQ methods, including experimental design, statistical analysis, sensitivity analysis, surrogate modeling and parameter optimization. It is written in Python language and runs on all common operating systems. UQ-PyL has a graphical user interface that allows users to enter commands via pull-down menus. It is equipped with a model driver generator that allows any computer model to be linked with the software. We illustrate the different functions of UQ-PyL by applying it to the uncertainty analysis of the Sacramento Soil Moisture Accounting Model. We will also demonstrate that UQ-PyL can be applied to a wide range of applications."
S116,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q5,Q6,Q7,Q8,Q9",A simulation and machine learning informed diagnosis of the severe accidents,Jin‐Ho Song; Kwang-Soon Ha,2022,article,Nuclear Engineering and Design,10.1016/j.nucengdes.2022.111881,https://doi.org/10.1016/j.nucengdes.2022.111881,title and abstract screened,mixed simulation and measurement,LSTM/recurrent network,medium,no,no,no,yes,no,no,yes,yes,no,17.0,Included for structured comparison; use the linked paper for claim-level details.,"We propose a simulation and machine learning informed model (SMLIM) for the diagnosis of severe accidents. A machine learning model which consisted of one hidden Long Short Term Memory (LSTM) layer and two dense layers with variations in the number of neurons and regularization parameters and an Adams optimizer was constructed for the multi-time step ahead forecasting analysis and the regression analysis. Using feature variables of lower plenum liquid level, core liquid level, reactor vessel pressure, and dry-well pressure, which were monitored during the Fukushima Daiichi Nuclear Power Plant (FDNPP) accident, the target variable of the dry-well pressure in time was predicted. Training data representing the reference scenario was produced by a MELCOR simulation of the FDNPP accident at unit 1. The first test set obtained from the MELCOR simulation was chosen to consider the aleatoric uncertainty, while the second test set from the MELCOR simulation addresses the epistemic uncertainty. It is shown that the proposed SMLIM model can forecast the time series data with reasonable accuracy for the test cases selected. Then another test sets were prepared using the measurement data taken from the FDNPP. While the forecasted prediction was quite different from the actual measurement data, which were corrupted, the LSTM network model showed better agreement between the prediction and actual data when the measurement data were corrected. This trend was similar in the case of regression analysis. We suggest that the proposed simulation and machine learning informed model can help the operator forecast the future trend of accident progression and diagnose corrupted measurement signals."
S117,F,"Uncertainty, distribution shift, and reliability","Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9",Bayesian inverse uncertainty quantification of the physical model parameters for the spallation neutron source first target station,Majdi I. Radaideh; Lianshan Lin; Hao Jiang; Sarah Cousineau,2022,article,Results in Physics,10.1016/j.rinp.2022.105414,https://doi.org/10.1016/j.rinp.2022.105414,title and abstract screened,mixed simulation and measurement,uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,no,17.0,Included for structured comparison; use the linked paper for claim-level details.,"The reliability of the mercury spallation target is mission-critical for the neutron science program of the spallation neutron source at the Oak Ridge National Laboratory. We present an inverse uncertainty quantification (UQ) study using the Bayesian framework for the mercury equation of state model parameters, with the assistance of polynomial chaos expansion surrogate models. By leveraging high-fidelity structural mechanics simulations and real measured strain data, the inverse UQ results reveal a tight posterior distribution for the tensile cutoff threshold, the mercury density, and the mercury speed of sound. The updated distributions do not necessarily represent the nominal mercury physical properties, but the ones that fit the strain data and the solid mechanics model we have used, and can be explained by three reasons. First, the limitations of the computer model or what is known as the “model-form uncertainty” that would result from numerical methods and physical approximations. Second, is the biases and errors in the experimental data. Third, is the mercury cavitation damage that also contributes to the change in mercury behavior. Consequently, the mercury equation of state model parameters try to compensate for these effects to improve fitness to the real data. The mercury target simulations using the posterior parametric values result in an excellent agreement with 88% average accuracy compared to experimental data, 6% average increase compared to reference parameters, with some sensors experiencing an increase of more than 25%. With a more accurate strain response predicted by the calibrated simulations, the component fatigue analysis can utilize the comprehensive strain history data to evaluate the target vessel’s lifetime closer to its real limit, saving tremendous target cost and improving the design of future targets as well."
S118,F,"Uncertainty, distribution shift, and reliability","Q1,Q10,Q4,Q5",Compilation of a Prediction-Based Validation Dataset for Heat Transfer Modeling of the Paks Spent Fuel Interim Storage Facility,Attila Erchegyi; Ervin Rácz,2026,article,Energies,10.3390/en19051124,https://doi.org/10.3390/en19051124,title and abstract screened,experimental or measured,uncertainty/reliability method,medium,no,no,no,no,no,no,yes,yes,yes,17.0,Included for structured comparison; use the linked paper for claim-level details.,"This study presents and systematizes a high-reliability measurement and technological dataset suitable for prediction-based validation of the Spent Fuel Interim Storage Facility (SFISF) of the Paks Nuclear Power Plant. The primary objective of this dataset is not the validation of a general-purpose software tool, but to establish a reproducible experimental basis for the objective and quantitative validation of a three-dimensional, facility-scale heat transfer and buoyancy-driven flow model of the SFISF, developed using the finite difference method (FDM), in a passively cooled system where heat conduction, thermal radiation, and natural convection simultaneously occur. The applied measurement systems (SMAS, CTRS, and the in-house developed CFEPR), their spatial arrangement, accuracy characteristics, as well as data post-processing and the generation of model execution inputs are described in detail. Special emphasis is placed on the functional separation of the available data into initialization data, model execution data, and independent validation datasets, ensuring that model assessment does not rely on calibration or parameter fitting. Furthermore, the estimation of decay heat generated by the stored fuel assemblies is presented using both a standard correlation method (ANSI/ANS-5.1) and isotope inventory-based calculations, and the discrepancies between these approaches are treated as input uncertainties and sensitivity analysis factors. The spectral solar load is considered based on the ASTM G-173 reference spectrum, while during cloudy periods an effective irradiance estimation derived from on-site lux measurements is applied. The results indicate that the available measurement and technological information is sufficient for supporting reproducible, transparent, and quantitative validation studies of the three-dimensional numerical model of the SFISF, as well as for assessing the impact of dominant input uncertainties."
S119,F,"Uncertainty, distribution shift, and reliability","Q1,Q10,Q3,Q4,Q5,Q8",Nuclear Data Uncertainty Quantification in Criticality Safety Evaluations for Spent Nuclear Fuel Geological Disposal,Matthias Frankl; Mathieu Hursin; D. Rochman; A. Vasiliev; H. Ferroukhi,2021,article,Applied Sciences,10.3390/app11146499,https://doi.org/10.3390/app11146499,title and abstract screened,simulation or solver generated,transport/depletion solver; uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,yes,17.0,Included for structured comparison; use the linked paper for claim-level details.,"Presently, a criticality safety evaluation methodology for the final geological disposal of Swiss spent nuclear fuel is under development at the Paul Scherrer Institute in collaboration with the Swiss National Technical Competence Centre in the field of deep geological disposal of radioactive waste. This method in essence pursues a best estimate plus uncertainty approach and includes burnup credit. Burnup credit is applied by means of a computational scheme called BUCSS-R (Burnup Credit System for the Swiss Reactors–Repository case) which is complemented by the quantification of uncertainties from various sources. BUCSS-R consists in depletion, decay and criticality calculations with CASMO5, SERPENT2 and MCNP6, respectively, determining the keff eigenvalues of the disposal canister loaded with the Swiss spent nuclear fuel assemblies. However, the depletion calculation in the first and the criticality calculation in the third step, in particular, are subject to uncertainties in the nuclear data input. In previous studies, the effects of these nuclear data-related uncertainties on obtained keff values, stemming from each of the two steps, have been quantified independently. Both contributions to the overall uncertainty in the calculated keff values have, therefore, been considered as fully correlated leading to an overly conservative estimation of total uncertainties. This study presents a consistent approach eliminating the need to assume and take into account unrealistically strong correlations in the keff results. The nuclear data uncertainty quantification for both depletion and criticality calculation is now performed at once using one and the same set of perturbation factors for uncertainty propagation through the corresponding calculation steps of the evaluation method. The present results reveal the overestimation of nuclear data-related uncertainties by the previous approach, in particular for spent nuclear fuel with a high burn-up, and underline the importance of consistent nuclear data uncertainty quantification methods. However, only canister loadings with UO2 fuel assemblies are considered, not offering insights into potentially different trends in nuclear data-related uncertainties for mixed oxide fuel assemblies."
S120,F,"Uncertainty, distribution shift, and reliability","Q10,Q3,Q4,Q8",Uncertainty quantification of neutron multiplication factors of light water reactor fuels during depletion,Go Chiba; Shintaro Okumura,2018,article,Journal of Nuclear Science and Technology,10.1080/00223131.2018.1467803,https://doi.org/10.1080/00223131.2018.1467803,title and abstract screened,review or synthesis,transport/depletion solver; uncertainty/reliability method,medium,no,no,no,no,no,no,no,yes,no,17.0,Included for structured comparison; use the linked paper for claim-level details.,"Nuclear data-induced uncertainties of infinite neutron multiplication factors (k∞) during fuel depletion are quantified in a single cell and a 3×3 multi-cell including burnable absorbers. Uncertainties of reaction cross sections, fission yields, decay half-lives and decay branching ratios provided in the JENDL libraries are taken into account. Hundred percent uncertainties are assumed to nuclear data to which uncertainty information are not provided in JENDL. Uncertainties propagation calculations are carried out with the adjoint-based procedure, and required sensitivity profiles of k∞ with respect to these nuclear data are efficiently calculated by the depletion perturbation theory. Covariance matrices for fission yields and decay data in a simplified burnup chain are successfully generated by the stochastic-based procedure. k∞ uncertainties of about 0.6% during fuel depletion are obtained, and it is shown that actinoids reaction cross sections are dominant contributors. Nuclide-wise decomposition of the uncertainties and observation of component-wise sensitivity profiles provide physical interpretations. By virtue of the adjoint-based procedure, several parametric surveys are also conducted. Contributions of uncertainties in fission products (FPs) nuclides are quantified, and important nuclides and energy ranges are identified for further evaluation of nuclear data of FP nuclides. Effect of cooling period on k∞ uncertainties is also discussed."
S121,A,"Ac-225 production, separation, and quality","Q1,Q2,Q3,Q4,Q10",Production and Quality Control of Actinium-225 Radiopharmaceuticals,International Atomic Energy Agency,2024,official technical report,IAEA-TECDOC-2057,10.61092/iaea.95h3-2j2,https://www-pub.iaea.org/MTCD/Publications/PDF/TE-2057web.pdf,official source screened,review or synthesis,domain study,high,no,yes,no,no,no,no,no,no,no,30.0,Use for production and quality-control context; route-specific specifications are not universal clinical limits.,Authoritative technical review of Ac-225 production and quality-control practices.
S122,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q3,Q4,Q5,Q10",Experimental Investigation of Deuteron Breakup for the Production of Medical Isotopes,Jonathan T. Morrell,2021,doctoral dissertation,"University of California, Berkeley",,https://nucleardata.berkeley.edu/doc/morrell.pdf,full text close-read,experimental or measured,nuclear experiment,high,no,no,no,no,no,no,yes,yes,no,30.0,Closest end-to-end experimental benchmark for the modeled pathway; Tables 4.1 and 4.2 were checked directly.,"Contains the 33 and 40 MeV Ra-226 irradiation experiments, measured spectra, fluence, activities, chemistry recovery, and uncertainty tables."
S123,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q3,Q4,Q5,Q10",EXFOR Experimental Nuclear Reaction Data Database,International Atomic Energy Agency Nuclear Data Section,2026,official evaluated database,IAEA Nuclear Data Services,,https://www-nds.iaea.org/exfor/,official source screened,experimental or measured,domain study,high,no,no,no,no,no,no,yes,no,no,30.0,Useful for reaction-level validation; it does not by itself validate the full production chain.,International compilation of experimental nuclear-reaction measurements and their bibliographic provenance.
S124,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5,Q10","ORIGEN Module: Operating History, Depletion, Decay, and Activation",Oak Ridge National Laboratory,2025,official software documentation,SCALE 6.3.1 Manual,,https://scale-manual.ornl.gov/6.3.1/origen/origen-module.html,official source close-read,simulation or solver generated,transport/depletion solver,high,no,no,yes,no,no,no,no,no,yes,30.0,Establishes that established depletion software already handles changing operating histories.,"Documents time, flux, and power arrays for multistep irradiation and decay histories in ORIGEN."
S125,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5,Q10","Depletion, Activation, and Spent Fuel Source Terms",Oak Ridge National Laboratory,2026,official software documentation,SCALE 6.3.3 Manual,,https://scale-manual.ornl.gov/6.3.3/Depletion-Decay-Methods.html,official source close-read,simulation or solver generated,transport/depletion solver,high,no,no,yes,no,no,no,no,no,yes,30.0,Shows that stand-alone reduced depletion is already fast; the stronger surrogate use case is repeated transport-coupled screening.,"Describes ORIGEN nuclide coverage, arbitrary spectra, time-dependent histories, CRAM, outputs, and typical execution times."
S126,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5,Q10",OpenMC Depletion and Transmutation User Guide,OpenMC Project,2026,official software documentation,OpenMC Documentation,,https://docs.openmc.org/en/stable/usersguide/depletion.html,official source close-read,simulation or solver generated,transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,30.0,Relevant trusted-solver comparator for geometry- and spectrum-aware extensions.,"Documents transport-coupled and independent depletion, variable source rates, decay-only steps, and multiple time integrators."
S127,A,"Ac-225 production, separation, and quality","Q1,Q2,Q3,Q4,Q10",New NIST Standard Helps Deliver the Right Dosage of Cancer-Fighting Drugs,National Institute of Standards and Technology,2025,official metrology release,NIST,,https://www.nist.gov/news-events/news/2025/06/new-nist-standard-helps-deliver-right-dosage-cancer-fighting-drugs,official source screened,experimental or measured,domain study,high,no,yes,no,no,no,no,yes,no,no,30.0,"Supports activity-metrology methods, not neutron-production yield validation.",Describes the first U.S. Ac-225 radioactivity standard and the role of traceable activity measurements.
S128,F,"Uncertainty, distribution shift, and reliability","Q3,Q4,Q8,Q9",Evaluation Guidelines for Machine Learning-Based Safety Analysis,U.S. Nuclear Regulatory Commission,2026,official regulatory research context,U.S. NRC,,https://www.nrc.gov/reading-rm/doc-collections/nuregs/contract/cr,background only,method or metadata,domain study,high,no,no,no,no,no,no,no,yes,no,30.0,Included as reliability context; no specific NUREG is used as claim-level evidence in the report.,"Regulatory research context for verification, validation, uncertainty, and trust in data-driven nuclear models."
